source,target,weight
Spain,Jamaica,13.108
Spain,Japan,5507.923
Spain,Jordan,261.52
Spain,Kenya,28345.749
Spain,KoreaDemPeoples,0.017
Spain,KoreaRepublicof,51521.037
Spain,Kuwait,42.59
Spain,Kyrgyzstan,368.378
Spain,LaoPeoplesDemRep,794.487
Spain,Latvia,57223.379
Spain,Lebanon,453.509
Spain,Lesotho,0.472
Spain,Liberia,493.907
Spain,Libya,7.058
Spain,Lithuania,112813.11
Spain,Luxembourg,27304.674
Spain,Madagascar,18485.636
Spain,Malawi,11227.532
Spain,Malaysia,10427.121
Spain,Maldives,3495.324
Spain,Mali,411.063
Spain,Malta,1337.744
Spain,Mauritania,140350.34
Spain,Mauritius,103616.75
Spain,Mexico,182346.54
Spain,Mongolia,0.017
Spain,Montenegro,14.244
Spain,Morocco,943320.75
Spain,Mozambique,23322.797
Spain,Myanmar,1104.65
Spain,Namibia,182471.65
Spain,Nauru,166.724
Spain,Nepal,0.173
Spain,Netherlands,2133855
Spain,NewCaledonia,126.388
Spain,NewZealand,127188.79
Spain,Nicaragua,75530.517
Spain,Niger,220.871
Spain,Nigeria,72246.064
Spain,Norway,407607.59
Spain,Oman,155.188
Spain,Pakistan,20371.53
Spain,Panama,97058.675
Spain,PapuaNewGuinea,20427.242
Spain,Paraguay,28657.551
Spain,Peru,390608.18
Spain,Philippines,33400.46
Spain,Poland,470359.91
Spain,Portugal,1792366.7
Spain,Qatar,2.078
Spain,RepublicofMoldova,4136.512
Spain,Romania,291626.2
Spain,RussianFederation,75110.655
Spain,Rwanda,70.332
Spain,SaintHelena,42.605
Spain,SaintKittsandNevis,0.458
Spain,SaintLucia,0.018
Spain,SaintVincentandGrenadines,0.251
Spain,SaoTomeandPricipe,1407.247
Spain,SaudiArabia,1570.093
Spain,Senegal,69799.568
Spain,Serbia,6371.54
Spain,Seychelles,20356.109
Spain,SierraLeone,130.607
Spain,Singapore,8192.062
Spain,Slovakia,36352.197
Spain,Slovenia,7610.448
Spain,SolomonIslands,1064.617
Spain,SouthAfrica,88342.787
Spain,SriLanka,10551.158
Spain,Sudan,533.668
Spain,Suriname,2316.623
Spain,Swaziland,15268.47
Spain,Sweden,412120.15
Spain,Switzerland,254097.89
Spain,SyrianArabRepublic,316.803
Spain,Thailand,56805.258
Spain,TFYRofMacedonia,1052.286
Spain,TimorLeste,0.032
Spain,Togo,444.333
Spain,Tokelau,0.235
Spain,TrinidadandTobago,0.609
Spain,Tunisia,36840.302
Spain,Turkey,157914.67
Spain,Uganda,42153.675
Spain,Ukraine,622084.96
Spain,UnitedArabEmirates,4180.965
Spain,UnitedKingdom,819668.22
Spain,TanzaniaUnitedRepublic,17743.794
Spain,UnitedStates,1248157.6
Spain,Uruguay,56566.384
Spain,Uzbekistan,854.244
Spain,Venezuela,15630.227
Spain,VietNam,362268.99
Spain,Yemen,317.789
Spain,Zambia,1237.59
Spain,Zimbabwe,20723.181
SriLanka,Afghanistan,6.644
SriLanka,Albania,4.215
SriLanka,AmericanSamoa,3786.499
SriLanka,Angola,0.018
SriLanka,Anguilla,8.849
SriLanka,AntiguaandBarbuda,0.214
SriLanka,Argentina,779.561
SriLanka,Australia,182214.99
SriLanka,Austria,7491.507
SriLanka,Bahrain,1419.962
SriLanka,Bangladesh,6978.005
SriLanka,Belgium,5934.522
SriLanka,Belize,64.986
SriLanka,Bolivia,4.62
SriLanka,BosniaandHerzegovina,153.977
SriLanka,Botswana,0.395
SriLanka,Brazil,95535.727
SriLanka,BruneiDarussalam,0
SriLanka,Bulgaria,3698.531
SriLanka,Canada,220394.07
SriLanka,Chile,7150.811
SriLanka,China,268159.33
SriLanka,ChinaHongKongSAR,22.904
SriLanka,ChinaMacaoSAR,0.04
SriLanka,ChinaTaiwanProvince,10355.174
SriLanka,Colombia,351.204
SriLanka,Comoros,0.016
SriLanka,CostaRica,16.726
SriLanka,CotedIvoire,312.791
SriLanka,Cyprus,584.036
SriLanka,CzechRepublic,2153.811
SriLanka,Denmark,5949.067
SriLanka,Djibouti,20.521
SriLanka,Egypt,1296.217
SriLanka,Ethiopia,187.511
SriLanka,Fiji,688.904
SriLanka,Finland,402.935
SriLanka,France,4974.855
SriLanka,Germany,6326.965
SriLanka,Ghana,733.616
SriLanka,Greece,175.305
SriLanka,Guam,0.035
SriLanka,Guatemala,1598.818
SriLanka,Guinea,162.556
SriLanka,Hungary,296.986
SriLanka,India,483748.11
SriLanka,Indonesia,39206.139
SriLanka,IranIslamicRepublic,863.197
SriLanka,Iraq,231.177
SriLanka,Ireland,74.581
SriLanka,Israel,2191.271
SriLanka,Italy,5061.666
SriLanka,Japan,933.113
SriLanka,Jordan,11.729
SriLanka,Kenya,2040.084
SriLanka,KoreaDemPeoples,43.464
SriLanka,KoreaRepublicof,3233.297
SriLanka,Kuwait,13.694
SriLanka,Lebanon,0.03
SriLanka,Libya,5.184
SriLanka,Lithuania,170.695
SriLanka,Luxembourg,59.05
SriLanka,Madagascar,53.244
SriLanka,Malaysia,21608.039
SriLanka,Maldives,12868.243
SriLanka,Mali,71.327
SriLanka,MarshallIslands,0.151
SriLanka,Mauritius,0.502
SriLanka,Mexico,2008.433
SriLanka,Mongolia,53.212
SriLanka,Morocco,1673.406
SriLanka,Mozambique,17.215
SriLanka,Myanmar,778.563
SriLanka,Nauru,4.408
SriLanka,Netherlands,17226.697
SriLanka,NewCaledonia,3.056
SriLanka,NewZealand,153209.13
SriLanka,Nicaragua,0.015
SriLanka,Niger,0.083
SriLanka,Nigeria,240.169
SriLanka,Norway,195.549
SriLanka,Oman,1971.697
SriLanka,Pakistan,49943.273
SriLanka,Panama,909.472
SriLanka,PapuaNewGuinea,203.266
SriLanka,Paraguay,27.077
SriLanka,Philippines,8038.374
SriLanka,Poland,694.851
SriLanka,Portugal,34.136
SriLanka,Qatar,4.513
SriLanka,Romania,1521.502
SriLanka,RussianFederation,47497.768
SriLanka,SaudiArabia,1243.82
SriLanka,Senegal,37.156
SriLanka,Serbia,2.352
SriLanka,Seychelles,2843.07
SriLanka,SierraLeone,4.938
SriLanka,Singapore,43703.854
SriLanka,Slovakia,0.124
SriLanka,Slovenia,3.382
SriLanka,SouthAfrica,3680.764
SriLanka,Spain,1141.397
SriLanka,Sudan,11.047
SriLanka,Sweden,75.427
SriLanka,Switzerland,2687.75
SriLanka,SyrianArabRepublic,3.875
SriLanka,Thailand,103415.36
SriLanka,Tokelau,0.171
SriLanka,Tunisia,121.377
SriLanka,Turkey,6348.652
SriLanka,Uganda,26.553
SriLanka,Ukraine,69.697
SriLanka,UnitedArabEmirates,51671.39
SriLanka,UnitedKingdom,3634.596
SriLanka,TanzaniaUnitedRepublic,326.78
SriLanka,UnitedStates,120996.47
SriLanka,Uruguay,0.603
SriLanka,Uzbekistan,21.64
SriLanka,Venezuela,9.769
SriLanka,VietNam,1971.072
SriLanka,Yemen,1008.719
StateofPalestine,Angola,41.637
StateofPalestine,Argentina,2262.779
StateofPalestine,Austria,198.47
StateofPalestine,Bahrain,705.768
StateofPalestine,Belarus,0.2
StateofPalestine,Belgium,441.829
StateofPalestine,Brazil,46695.556
StateofPalestine,Bulgaria,737.997
StateofPalestine,China,3812.352
StateofPalestine,Colombia,282.678
StateofPalestine,CzechRepublic,48.001
StateofPalestine,Denmark,3302.25
StateofPalestine,Egypt,50814.483
StateofPalestine,Ethiopia,68.743
StateofPalestine,France,4190.617
StateofPalestine,Germany,2928.68
StateofPalestine,Greece,13.245
StateofPalestine,Hungary,13.222
StateofPalestine,Indonesia,2611.181
StateofPalestine,Ireland,7453.373
StateofPalestine,Italy,673.871
StateofPalestine,Japan,512.079
StateofPalestine,Jordan,9059.647
StateofPalestine,LaoPeoplesDemRep,65.796
StateofPalestine,Lithuania,49.402
StateofPalestine,Malaysia,627.009
StateofPalestine,Malta,37.184
StateofPalestine,Morocco,2684.978
StateofPalestine,Netherlands,11479.294
StateofPalestine,Norway,146.927
StateofPalestine,Oman,308.934
StateofPalestine,Paraguay,11591.271
StateofPalestine,Poland,2614.378
StateofPalestine,Portugal,150.69
StateofPalestine,Qatar,25.236
StateofPalestine,Romania,48.897
StateofPalestine,RussianFederation,2116.532
StateofPalestine,SaudiArabia,1327.25
StateofPalestine,Slovakia,224.195
StateofPalestine,Spain,10130.548
StateofPalestine,Switzerland,121.43
StateofPalestine,Thailand,18.066
StateofPalestine,Turkey,53056.441
StateofPalestine,Ukraine,7274.299
StateofPalestine,UnitedArabEmirates,9537.24
StateofPalestine,UnitedKingdom,655.503
StateofPalestine,UnitedStates,27.6
StateofPalestine,Uzbekistan,72.859
Sudan,Algeria,13571.246
Sudan,Argentina,4206.592
Sudan,Australia,50201.813
Sudan,Austria,463.743
Sudan,Azerbaijan,50.079
Sudan,Bahrain,323.539
Sudan,Bangladesh,32.728
Sudan,Belgium,10957.514
Sudan,Benin,11.327
Sudan,Bolivia,0.027
Sudan,Brazil,9399.122
Sudan,BritishVirginIslands,0.003
Sudan,Bulgaria,156.636
Sudan,Burundi,13.694
Sudan,Canada,87876.331
Sudan,CentralAfricanRepublic,1.925
Sudan,Chile,106.108
Sudan,China,38440.55
Sudan,Colombia,39.097
Sudan,Comoros,0.36
Sudan,CookIslands,3.337
Sudan,CotedIvoire,196.661
Sudan,Cyprus,845.887
Sudan,CzechRepublic,0.031
Sudan,Denmark,383.863
Sudan,Djibouti,0.033
Sudan,Egypt,98690.608
Sudan,Eritrea,0.8
Sudan,Ethiopia,47329.391
Sudan,France,6303.155
Sudan,Germany,46538.185
Sudan,Ghana,43.724
Sudan,Gibraltar,22.496
Sudan,Greece,2340.364
Sudan,Guatemala,4034.255
Sudan,Hungary,2.83
Sudan,Iceland,29.114
Sudan,India,250796.1
Sudan,Indonesia,8525.397
Sudan,IranIslamicRepublic,579.829
Sudan,Ireland,1697.208
Sudan,Italy,22329.304
Sudan,Jordan,1812.408
Sudan,Kazakhstan,4028.114
Sudan,Kenya,42943.997
Sudan,KoreaRepublicof,504.394
Sudan,Kuwait,353.871
Sudan,LaoPeoplesDemRep,0.055
Sudan,Lebanon,1171.36
Sudan,Libya,37.295
Sudan,Lithuania,444.979
Sudan,Madagascar,270.647
Sudan,Malaysia,20264.753
Sudan,Malta,829.245
Sudan,MarshallIslands,0.005
Sudan,Mauritius,23.695
Sudan,Mexico,52.501
Sudan,Morocco,171.35
Sudan,Namibia,0.055
Sudan,Netherlands,37924.734
Sudan,NewZealand,39782.155
Sudan,Nigeria,17.317
Sudan,Norway,391.68
Sudan,Oman,6587.653
Sudan,Pakistan,2614.91
Sudan,Peru,6.789
Sudan,Poland,30557.222
Sudan,Portugal,318.995
Sudan,Qatar,77.56
Sudan,RepublicofMoldova,25.293
Sudan,Romania,12164.781
Sudan,RussianFederation,66886.909
Sudan,Rwanda,37.589
Sudan,SaudiArabia,14748.314
Sudan,Senegal,2.527
Sudan,Singapore,120.025
Sudan,Somalia,0.361
Sudan,SouthAfrica,2531.945
Sudan,Spain,4146.034
Sudan,SriLanka,1060.898
Sudan,Sweden,115.275
Sudan,Switzerland,3977.404
Sudan,SyrianArabRepublic,416.575
Sudan,Thailand,219306.67
Sudan,TFYRofMacedonia,30.396
Sudan,Tunisia,516.512
Sudan,Turkey,232856.16
Sudan,Uganda,44846.396
Sudan,Ukraine,11987.345
Sudan,UnitedArabEmirates,46138.958
Sudan,UnitedKingdom,14181.206
Sudan,TanzaniaUnitedRepublic,1787.427
Sudan,UnitedStates,48299.808
Sudan,Uruguay,174.282
Sudan,Uzbekistan,18.261
Sudan,Yemen,572.346
Sudan,Zimbabwe,87.966
Suriname,AntiguaandBarbuda,7.204
Suriname,Argentina,825.076
Suriname,Aruba,16.861
Suriname,Barbados,407.786
Suriname,Belgium,7924.665
Suriname,Belize,797.788
Suriname,BosniaandHerzegovina,65.747
Suriname,Brazil,14904.047
Suriname,Bulgaria,29.125
Suriname,Canada,5247.689
Suriname,Chile,234.804
Suriname,China,10072.078
Suriname,ChinaHongKongSAR,1266.234
Suriname,ChinaTaiwanProvince,397.022
Suriname,Colombia,3789.527
Suriname,CostaRica,4009.156
Suriname,Cuba,45.254
Suriname,CzechRepublic,25.307
Suriname,Denmark,198.391
Suriname,DominicanRepublic,1133.272
Suriname,Ecuador,163.964
Suriname,Egypt,34.518
Suriname,Ethiopia,0.565
Suriname,France,1745.293
Suriname,Germany,3939.508
Suriname,Grenada,1.378
Suriname,Guatemala,1560.243
Suriname,Guyana,2775.586
Suriname,Honduras,50.928
Suriname,Hungary,3.21
Suriname,India,560.49
Suriname,Indonesia,966.807
Suriname,Italy,1320.434
Suriname,Jamaica,6449.844
Suriname,Japan,190.667
Suriname,KoreaDemPeoples,194.408
Suriname,KoreaRepublicof,472.167
Suriname,LaoPeoplesDemRep,0.423
Suriname,Latvia,15.197
Suriname,Lebanon,9.418
Suriname,Lithuania,13.667
Suriname,Malaysia,1098.222
Suriname,Mali,19.372
Suriname,Mexico,1122.253
Suriname,Morocco,285.846
Suriname,Namibia,67.311
Suriname,Nauru,12.482
Suriname,Netherlands,49327.096
Suriname,NewZealand,60.826
Suriname,Nicaragua,386.898
Suriname,Panama,2787.019
Suriname,Peru,121.658
Suriname,Philippines,17.065
Suriname,Poland,2854.13
Suriname,Portugal,14.783
Suriname,Romania,86.34
Suriname,SaintVincentandGrenadines,23.185
Suriname,Senegal,4.449
Suriname,SierraLeone,5.066
Suriname,Singapore,781.789
Suriname,SouthAfrica,118.529
Suriname,Spain,373.36
Suriname,SriLanka,276.501
Suriname,Sweden,0.119
Suriname,Thailand,4580.493
Suriname,TrinidadandTobago,4664.428
Suriname,Tunisia,544.491
Suriname,Turkey,643.76
Suriname,Ukraine,29.167
Suriname,UnitedArabEmirates,62.225
Suriname,UnitedKingdom,563.687
Suriname,TanzaniaUnitedRepublic,0.075
Suriname,UnitedStates,48055.438
Suriname,Uruguay,33.681
Swaziland,Albania,1.314
Swaziland,Australia,54.108
Swaziland,Austria,115.651
Swaziland,Belgium,147.001
Swaziland,Botswana,50.452
Swaziland,Cambodia,28.898
Swaziland,Canada,398.758
Swaziland,Chile,50.001
Swaziland,China,87.96
Swaziland,ChinaTaiwanProvince,24.045
Swaziland,CzechRepublic,18.86
Swaziland,Denmark,22.193
Swaziland,Egypt,24979.86
Swaziland,Ethiopia,260.493
Swaziland,France,153.9
Swaziland,Germany,212.718
Swaziland,Ghana,1.872
Swaziland,Greece,183.323
Swaziland,India,205.208
Swaziland,Indonesia,85.904
Swaziland,Italy,28.53
Swaziland,Kenya,74.91
Swaziland,KoreaRepublicof,48.659
Swaziland,Lesotho,12.808
Swaziland,Madagascar,15.627
Swaziland,Malawi,75.192
Swaziland,Malaysia,164.798
Swaziland,Montenegro,24.238
Swaziland,Morocco,73.781
Swaziland,Mozambique,285.996
Swaziland,Namibia,26.543
Swaziland,Netherlands,2.777
Swaziland,Nigeria,920.277
Swaziland,Pakistan,45.897
Swaziland,PapuaNewGuinea,224.525
Swaziland,Peru,1494.377
Swaziland,Poland,0.173
Swaziland,Portugal,0.978
Swaziland,SouthAfrica,189945.07
Swaziland,Spain,57.666
Swaziland,SriLanka,364.581
Swaziland,Sudan,100.964
Swaziland,Sweden,293.169
Swaziland,Thailand,136.811
Swaziland,Togo,45.352
Swaziland,Turkey,85.319
Swaziland,Uganda,75.862
Swaziland,UnitedArabEmirates,18.025
Swaziland,TanzaniaUnitedRepublic,1107.625
Swaziland,UnitedStates,1009.491
Swaziland,Zambia,269.196
Swaziland,Zimbabwe,259.862
Sweden,Afghanistan,7.979
Sweden,Algeria,13.007
Sweden,AmericanSamoa,1594.112
Sweden,Argentina,4430.625
Sweden,Armenia,315.558
Sweden,Aruba,0.021
Sweden,Australia,6586.342
Sweden,Austria,94701.562
Sweden,Bahamas,14.091
Sweden,Bahrain,0.538
Sweden,Bangladesh,1985.435
Sweden,Barbados,0.072
Sweden,Belarus,1928.6
Sweden,Belgium,380403.86
Sweden,Bermuda,0.003
Sweden,Bolivia,265.341
Sweden,BosniaandHerzegovina,7175.608
Sweden,Brazil,139677.37
Sweden,BritishVirginIslands,19.724
Sweden,Bulgaria,20492.311
Sweden,BurkinaFaso,15.619
Sweden,Burundi,3714.436
Sweden,CaboVerde,1.174
Sweden,Cambodia,3776.796
Sweden,Cameroon,7.318
Sweden,Canada,25311.773
Sweden,Chile,12530.006
Sweden,China,157758.35
Sweden,ChinaHongKongSAR,1360.543
Sweden,ChinaMacaoSAR,5.17
Sweden,ChinaTaiwanProvince,1172.262
Sweden,Colombia,34126.211
Sweden,Congo,0.193
Sweden,CostaRica,15686.344
Sweden,CotedIvoire,27.736
Sweden,Croatia,8851.212
Sweden,Cuba,72.899
Sweden,Cyprus,14730.307
Sweden,CzechRepublic,33952.499
Sweden,DemRepoftheCongo,108.085
Sweden,Denmark,1522069.3
Sweden,Djibouti,118.402
Sweden,DominicanRepublic,20892.249
Sweden,Ecuador,33034.999
Sweden,Egypt,2673.85
Sweden,ElSalvador,4771.88
Sweden,Eritrea,1.412
Sweden,Estonia,70594.685
Sweden,Ethiopia,16450.429
Sweden,FaeroeIslands,1995.052
Sweden,Fiji,1.202
Sweden,Finland,286891.29
Sweden,France,342617.62
Sweden,FrenchPolynesia,61.22
Sweden,Gambia,21.247
Sweden,Georgia,0.277
Sweden,Germany,1180630
Sweden,Ghana,22.869
Sweden,Greece,76494.3
Sweden,Guatemala,2567.406
Sweden,Guinea,99.137
Sweden,Haiti,135.125
Sweden,Honduras,32712.637
Sweden,Hungary,58586.134
Sweden,Iceland,14790.161
Sweden,India,32760.676
Sweden,Indonesia,10318.974
Sweden,IranIslamicRepublic,5234.111
Sweden,Iraq,2.957
Sweden,Ireland,153796.1
Sweden,Israel,22489.383
Sweden,Italy,468071.6
Sweden,Jamaica,13.048
Sweden,Japan,2929.961
Sweden,Jordan,1075.48
Sweden,Kazakhstan,12432.289
Sweden,Kenya,23464.624
Sweden,KoreaDemPeoples,0.3
Sweden,KoreaRepublicof,2257.337
Sweden,Kuwait,0.365
Sweden,LaoPeoplesDemRep,164.204
Sweden,Latvia,37651.054
Sweden,Lebanon,9559.836
Sweden,Liberia,0.028
Sweden,Lithuania,91917.472
Sweden,Luxembourg,11996.502
Sweden,Madagascar,158.445
Sweden,Malawi,3571.787
Sweden,Malaysia,2682.055
Sweden,Maldives,1.924
Sweden,Mali,0.659
Sweden,Malta,197.957
Sweden,Mauritania,0.012
Sweden,Mauritius,5297.766
Sweden,Mexico,1782.166
Sweden,Mongolia,1.818
Sweden,Morocco,72661.414
Sweden,Mozambique,224.7
Sweden,Myanmar,510.235
Sweden,Namibia,142.135
Sweden,Nepal,42.806
Sweden,Netherlands,1785387.8
Sweden,NewZealand,31152.311
Sweden,Nicaragua,8119.216
Sweden,Niger,16.577
Sweden,Nigeria,502.819
Sweden,Norway,578591.46
Sweden,Oman,6.374
Sweden,Pakistan,5256.542
Sweden,Panama,32698.163
Sweden,PapuaNewGuinea,152.883
Sweden,Paraguay,7431.637
Sweden,Peru,39974.058
Sweden,Philippines,4846.572
Sweden,Poland,389934.02
Sweden,Portugal,12342.22
Sweden,Qatar,45.005
Sweden,RepublicofMoldova,1382.219
Sweden,Romania,8143.515
Sweden,RussianFederation,18802.986
Sweden,Rwanda,2861.459
Sweden,SaoTomeandPricipe,9.017
Sweden,SaudiArabia,678.93
Sweden,Senegal,12.781
Sweden,Serbia,13617.553
Sweden,Seychelles,0.962
Sweden,SierraLeone,9.578
Sweden,Singapore,2380.173
Sweden,Slovakia,48414.326
Sweden,Slovenia,7663.689
Sweden,SouthAfrica,13468.41
Sweden,Spain,460624.68
Sweden,SriLanka,5393.777
Sweden,StateofPalestine,65.106
Sweden,Swaziland,4.171
Sweden,Switzerland,94448.325
Sweden,SyrianArabRepublic,218.593
Sweden,Tajikistan,13.256
Sweden,Thailand,87937.716
Sweden,TFYRofMacedonia,3016.235
Sweden,Togo,3.113
Sweden,Tonga,4.972
Sweden,Tunisia,600.633
Sweden,Turkey,78237.888
Sweden,Uganda,4616.439
Sweden,Ukraine,2239.461
Sweden,UnitedArabEmirates,2683.234
Sweden,UnitedKingdom,253700.14
Sweden,TanzaniaUnitedRepublic,5269.183
Sweden,UnitedStates,149736.59
Sweden,Uruguay,20264.145
Sweden,Venezuela,0.42
Sweden,VietNam,42180.821
Sweden,Yemen,0.188
Sweden,Zambia,0.075
Sweden,Zimbabwe,180.742
Switzerland,Afghanistan,13.361
Switzerland,Albania,250.854
Switzerland,Algeria,43.84
Switzerland,AmericanSamoa,0.676
Switzerland,Angola,0.021
Switzerland,Anguilla,0.012
Switzerland,AntiguaandBarbuda,2.245
Switzerland,Argentina,17500.665
Switzerland,Armenia,37.149
Switzerland,Australia,56484.755
Switzerland,Austria,379139.16
Switzerland,Azerbaijan,280.155
Switzerland,Bahamas,22.424
Switzerland,Bahrain,0.307
Switzerland,Bangladesh,2714.777
Switzerland,Barbados,0.016
Switzerland,Belarus,423.4
Switzerland,Belgium,138631.44
Switzerland,Belize,169.311
Switzerland,Benin,395.543
Switzerland,Bhutan,0.005
Switzerland,Bolivia,2873.585
Switzerland,BosniaandHerzegovina,3510.054
Switzerland,Botswana,0.039
Switzerland,Brazil,107429.38
Switzerland,BritishVirginIslands,1.379
Switzerland,BruneiDarussalam,1.997
Switzerland,Bulgaria,4096.049
Switzerland,BurkinaFaso,284.168
Switzerland,Burundi,4352.321
Switzerland,CaboVerde,1.018
Switzerland,Cambodia,298.37
Switzerland,Cameroon,1394.866
Switzerland,Canada,34457.409
Switzerland,CaymanIslands,0.089
Switzerland,CentralAfricanRepublic,0.453
Switzerland,Chile,14897.905
Switzerland,China,20901.354
Switzerland,ChinaHongKongSAR,1121.455
Switzerland,ChinaMacaoSAR,0.1
Switzerland,ChinaTaiwanProvince,1183.116
Switzerland,Colombia,1572.876
Switzerland,Comoros,8.73
Switzerland,Congo,70.239
Switzerland,CookIslands,8.682
Switzerland,CostaRica,58146.667
Switzerland,CotedIvoire,160.179
Switzerland,Croatia,4369.787
Switzerland,Cuba,2968.623
Switzerland,Cyprus,260.34
Switzerland,CzechRepublic,24808.472
Switzerland,DemRepoftheCongo,104.998
Switzerland,Denmark,96379.84
Switzerland,Djibouti,10.472
Switzerland,DominicanRepublic,10898.732
Switzerland,Ecuador,103.903
Switzerland,Egypt,7947.237
Switzerland,ElSalvador,88.048
Switzerland,Eritrea,13.348
Switzerland,Estonia,10275.809
Switzerland,Ethiopia,24022.864
Switzerland,Fiji,7.814
Switzerland,Finland,6402.959
Switzerland,France,1217067.9
Switzerland,FrenchPolynesia,11.026
Switzerland,Gabon,0.037
Switzerland,Gambia,2.647
Switzerland,Georgia,558.8
Switzerland,Germany,1579163.7
Switzerland,Ghana,59355.602
Switzerland,Gibraltar,3.062
Switzerland,Greece,33818.582
Switzerland,Grenada,68.028
Switzerland,Guam,16.271
Switzerland,Guatemala,31113.405
Switzerland,Guinea,64.665
Switzerland,GuineaBissau,0.06
Switzerland,Guyana,24.806
Switzerland,Haiti,939.06
Switzerland,Honduras,16078.176
Switzerland,Hungary,87490.93
Switzerland,Iceland,15234.617
Switzerland,India,32618.756
Switzerland,Indonesia,81743.776
Switzerland,IranIslamicRepublic,3940.208
Switzerland,Iraq,0.222
Switzerland,Ireland,45801.358
Switzerland,Israel,17725.457
Switzerland,Italy,967516.39
Switzerland,Jamaica,756.649
Switzerland,Japan,5273.836
Switzerland,Jordan,110.602
Switzerland,Kazakhstan,49.523
Switzerland,Kenya,14341.014
Switzerland,KoreaRepublicof,1242.709
Switzerland,Kuwait,8.402
Switzerland,Kyrgyzstan,101.068
Switzerland,LaoPeoplesDemRep,66.68
Switzerland,Latvia,33.65
Switzerland,Lebanon,924.589
Switzerland,Liberia,4.525
Switzerland,Libya,41.334
Switzerland,Lithuania,6728.907
Switzerland,Luxembourg,1271.249
Switzerland,Madagascar,7772.388
Switzerland,Malawi,303.692
Switzerland,Malaysia,1401.384
Switzerland,Maldives,6974.311
Switzerland,Mali,282.802
Switzerland,Malta,24.83
Switzerland,Mauritania,46.928
Switzerland,Mauritius,2291.875
Switzerland,Mexico,17037.452
Switzerland,Mongolia,42.668
Switzerland,Montenegro,943.978
Switzerland,Morocco,23047.835
Switzerland,Mozambique,785.296
Switzerland,Myanmar,2414.858
Switzerland,Namibia,317.401
Switzerland,Nepal,182.642
Switzerland,Netherlands,753852.87
Switzerland,NewZealand,49510.63
Switzerland,Nicaragua,3980.132
Switzerland,Niger,77.735
Switzerland,Nigeria,3376.617
Switzerland,NorthernMarianas,0.452
Switzerland,Norway,33596.511
Switzerland,Oman,34.487
Switzerland,Pakistan,945.329
Switzerland,Panama,111524.87
Switzerland,PapuaNewGuinea,166.785
Switzerland,Paraguay,9629.256
Switzerland,Peru,5660.98
Switzerland,Philippines,4019.318
Switzerland,Poland,87054.065
Switzerland,Portugal,36288.705
Switzerland,Qatar,16.879
Switzerland,RepublicofMoldova,9945.281
Switzerland,Romania,6915.973
Switzerland,RussianFederation,11785.924
Switzerland,Rwanda,1136.388
Switzerland,SaintKittsandNevis,0.381
Switzerland,SaintLucia,11.843
Switzerland,Samoa,7.192
Switzerland,SaoTomeandPricipe,55.335
Switzerland,SaudiArabia,194.595
Switzerland,Senegal,1732.692
Switzerland,Serbia,12138.304
Switzerland,Seychelles,848.539
Switzerland,Singapore,1592.111
Switzerland,Slovakia,17491.483
Switzerland,Slovenia,18227.05
Switzerland,SolomonIslands,0.033
Switzerland,Somalia,0.21
Switzerland,SouthAfrica,23158.954
Switzerland,Spain,397475.14
Switzerland,SriLanka,10821.359
Switzerland,StateofPalestine,105.095
Switzerland,Sudan,14.569
Switzerland,Suriname,61.191
Switzerland,Swaziland,228.879
Switzerland,Sweden,21589.69
Switzerland,SyrianArabRepublic,13.701
Switzerland,Thailand,69140.612
Switzerland,TFYRofMacedonia,2516.114
Switzerland,TimorLeste,0.003
Switzerland,Togo,528.456
Switzerland,TrinidadandTobago,12.531
Switzerland,Tunisia,1300.56
Switzerland,Turkey,164934.46
Switzerland,Turkmenistan,0.287
Switzerland,Uganda,21911.719
Switzerland,Ukraine,5154.5
Switzerland,UnitedArabEmirates,313.684
Switzerland,UnitedKingdom,120825.69
Switzerland,TanzaniaUnitedRepublic,1154.514
Switzerland,UnitedStates,131889.52
Switzerland,Uruguay,24309.305
Switzerland,Uzbekistan,241.949
Switzerland,Vanuatu,0.074
Switzerland,Venezuela,13175.556
Switzerland,VietNam,256817.38
Switzerland,Yemen,0.352
Switzerland,Zambia,41.037
Switzerland,Zimbabwe,458.392
SyrianArabRepublic,Albania,27.218
SyrianArabRepublic,Algeria,28616.665
SyrianArabRepublic,Argentina,135137.71
SyrianArabRepublic,Armenia,0.256
SyrianArabRepublic,Australia,540.26
SyrianArabRepublic,Austria,0.055
SyrianArabRepublic,Bahrain,367.048
SyrianArabRepublic,Belarus,129
SyrianArabRepublic,Belgium,8796.393
SyrianArabRepublic,Brazil,68670.427
SyrianArabRepublic,Bulgaria,11032.267
SyrianArabRepublic,BurkinaFaso,55.999
SyrianArabRepublic,Canada,707.85
SyrianArabRepublic,China,14327.554
SyrianArabRepublic,ChinaTaiwanProvince,26.66
SyrianArabRepublic,Colombia,2093.753
SyrianArabRepublic,CostaRica,1026.565
SyrianArabRepublic,CotedIvoire,103.038
SyrianArabRepublic,Cyprus,372.2
SyrianArabRepublic,CzechRepublic,3093.712
SyrianArabRepublic,Denmark,3320.816
SyrianArabRepublic,Ecuador,8232.07
SyrianArabRepublic,Egypt,65035.813
SyrianArabRepublic,France,17352.504
SyrianArabRepublic,Georgia,4
SyrianArabRepublic,Germany,8600.698
SyrianArabRepublic,Ghana,631.878
SyrianArabRepublic,Greece,870.587
SyrianArabRepublic,Guatemala,67938.181
